make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-size,horsepower,price,length_min_max,width_std,height_log,price_decile
honda,gas,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2236,110,86.0,7895.0,0.39402985074626873,-0.3263508665609274,3.975936331171799,3
dodge,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,122,88.0,8921.0,0.5,-0.6111661682868317,4.091005660956586,4
plymouth,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,122,88.0,8921.0,0.5,-0.6111661682868317,4.091005660956586,4
mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2405,122,88.0,8189.0,0.4671641791044778,-0.2314124326522926,3.9435216724875173,4
mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2365,122,88.0,6989.0,0.4671641791044778,-0.2314124326522926,3.9435216724875173,2
volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,109,88.0,12290.0,0.6268656716417911,0.48062582166245804,4.009149716158869,6
mitsubishi,gas,std,two,hatchback,fwd,front,96.3,173.0,65.4,49.4,2328,122,88.0,8499.0,0.4761194029850747,-0.2314124326522926,3.899950424193877,4
volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,109,90.0,9980.0,0.3671641791044775,-0.8959814700127292,3.9396381724611196,5
volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,109,90.0,11595.0,0.27164179104477637,-0.8010430361040944,4.018183201256536,6
isuzu,gas,std,two,hatchback,rwd,front,96.0,172.6,65.2,51.4,2734,119,90.0,11048.0,0.4701492537313433,-0.3263508665609274,3.9396381724611196,6
toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,122,92.0,11248.0,0.5149253731343284,0.2907489538451885,3.9871304779149512,6
toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,122,92.0,9988.0,0.5149253731343284,0.2907489538451885,3.9871304779149512,5
toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,122,92.0,8948.0,0.5149253731343284,0.2907489538451885,4.005513348515485,4
toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,122,92.0,10898.0,0.5149253731343284,0.2907489538451885,4.005513348515485,6
subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,108,94.0,9960.0,0.46119402985074637,-0.2314124326522926,3.960813169597578,5
subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,108,94.0,10198.0,0.4835820895522389,-0.2314124326522926,3.970291913552122,5
peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,152,95.0,16900.0,0.6805970149253731,1.1926640759772087,4.037774210733707,8
peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,120,95.0,15580.0,0.6805970149253731,1.1926640759772087,4.037774210733707,8
peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,152,95.0,13860.0,0.8626865671641792,1.1926640759772087,4.072439726834051,7
peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,152,95.0,13200.0,0.6805970149253731,1.1926640759772087,4.037774210733707,7
peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3485,152,95.0,17075.0,0.8626865671641792,1.1926640759772087,4.072439726834051,8
peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,152,95.0,17950.0,0.6805970149253731,1.1926640759772087,4.037774210733707,9
peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,120,95.0,16695.0,0.8626865671641792,1.1926640759772087,4.037774210733707,8
nissan,gas,std,four,sedan,fwd,front,97.2,173.4,65.2,54.7,2302,120,97.0,9549.0,0.4820895522388061,-0.3263508665609274,4.001863709427935,5
peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,120,97.0,16630.0,0.6805970149253731,1.1926640759772087,4.037774210733707,8
nissan,gas,std,four,hatchback,fwd,front,97.2,173.4,65.2,54.7,2324,120,97.0,8949.0,0.4820895522388061,-0.3263508665609274,4.001863709427935,4
peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,120,97.0,11900.0,0.6805970149253731,1.1926640759772087,4.037774210733707,6
peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,120,97.0,12440.0,0.8626865671641792,1.1926640759772087,4.072439726834051,7
renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,132,103.4040404040404,9295.0,0.6029850746268658,0.2907489538451885,4.01096295328305,5
renault,gas,std,two,hatchback,fwd,front,96.1,176.8,66.6,53.78040201005026,2460,132,103.4040404040404,9895.0,0.5328358208955226,0.3382181707995025,3.984909125897389,5
